Raman Shift ; Raw Data #1
1614.0000;10923.0400
1615.0000;10887.1200
1616.0000;10832.7100
1617.0000;10758.3800
1618.0000;10629.3300
1619.0000;10548.3600
1620.0000;10608.4300
1621.0000;10657.2500
1622.0000;10590.5300
1623.0000;10549.9800
1624.0000;10550.2400
1625.0000;10469.3900
1626.0000;10362.3500
1627.0000;10316.5600
1628.0000;10281.2600
1629.0000;10197.7500
1630.0000;10173.2700
1631.0000;10225.3100
1632.0000;10230.2800
1633.0000;10178.5100
1634.0000;10089.5800
1635.0000;10044.5900
1636.0000;10124.4700
1637.0000;10146.6000
1638.0000;10032.4400
1639.0000;9993.0850
1640.0000;10040.3300
1641.0000;10042.8300
1642.0000;10021.1700
1643.0000;10003.6900
1644.0000;9978.9330
1645.0000;9947.2090
1646.0000;9939.3750
1647.0000;9941.3930
1648.0000;9856.7890
1649.0000;9745.9940
1650.0000;9705.2640
1651.0000;9706.7520
1652.0000;9711.4590
1653.0000;9687.6500
1654.0000;9637.9450
1655.0000;9634.0860
1656.0000;9659.0000
1657.0000;9656.9730
1658.0000;9604.9360
1659.0000;9493.3770
1660.0000;9471.5720
1661.0000;9560.6090
1662.0000;9515.9590
1663.0000;9391.5210
1664.0000;9385.4520
1665.0000;9379.8880
1666.0000;9270.2330
1667.0000;9159.3680
1668.0000;9103.3580
1669.0000;9068.6450
1670.0000;9059.4570
1671.0000;9023.3530
1672.0000;9002.3460
1673.0000;9017.3190
1674.0000;9016.2130
1675.0000;8976.7810
1676.0000;8913.2820
1677.0000;8857.7390
1678.0000;8852.6460
1679.0000;8858.0430
1680.0000;8811.8590
1681.0000;8769.4910
1682.0000;8755.2380
1683.0000;8740.6760
1684.0000;8717.0500
1685.0000;8642.0360
1686.0000;8605.1580
1687.0000;8681.7800
1688.0000;8688.3630
1689.0000;8572.9540
1690.0000;8532.6410
1691.0000;8562.4880
1692.0000;8546.3490
1693.0000;8482.4950
1694.0000;8364.8320
1695.0000;8303.7310
1696.0000;8334.1610
1697.0000;8324.5730
1698.0000;8280.8050
1699.0000;8245.0980
1700.0000;8184.3770
1701.0000;8077.0290
1702.0000;8018.0170
1703.0000;8031.1530
1704.0000;7972.0920
1705.0000;7890.0850
1706.0000;7885.8870
1707.0000;7857.2990
1708.0000;7726.2400
1709.0000;7646.3140
1710.0000;7649.3320
1711.0000;7600.0550
1712.0000;7526.2490
1713.0000;7461.0490
1714.0000;7418.2900
1715.0000;7399.2850
1716.0000;7397.8060
1717.0000;7397.9000
1718.0000;7353.5630
1719.0000;7274.0870
1720.0000;7169.3980
1721.0000;7121.7820
1722.0000;7156.6460
1723.0000;7110.5880
1724.0000;6995.0410
1725.0000;6911.2650
1726.0000;6884.9160
1727.0000;6908.0140
1728.0000;6930.9370
1729.0000;6915.9470
1730.0000;6862.3410
1731.0000;6792.0000
1732.0000;6744.4770
1733.0000;6728.9660
1734.0000;6734.5630
1735.0000;6723.6760
1736.0000;6683.0880
1737.0000;6614.6140
1738.0000;6560.6500
1739.0000;6563.2210
1740.0000;6555.8680
1741.0000;6501.0440
1742.0000;6515.5110
1743.0000;6580.9830
1744.0000;6558.4280
1745.0000;6518.3330
1746.0000;6547.6610
1747.0000;6553.2870
1748.0000;6515.0420
1749.0000;6535.5000
1750.0000;6570.6910
1751.0000;6498.7160
1752.0000;6443.0880
1753.0000;6485.1340
1754.0000;6490.2030
1755.0000;6445.7050
1756.0000;6440.2210
1757.0000;6439.3890
1758.0000;6386.5660
1759.0000;6372.0670
1760.0000;6421.0500
1761.0000;6426.4940
1762.0000;6397.3130
1763.0000;6409.9210
1764.0000;6408.9750
1765.0000;6359.5980
1766.0000;6326.8550
1767.0000;6326.6100
1768.0000;6305.7500
1769.0000;6280.6040
1770.0000;6266.9530
1771.0000;6266.2330
1772.0000;6271.3450
1773.0000;6239.7970
1774.0000;6186.7700
1775.0000;6152.3770
1776.0000;6142.1800
1777.0000;6147.6020
1778.0000;6150.0080
1779.0000;6132.2890
1780.0000;6064.1200
1781.0000;6003.5820
1782.0000;6020.7410
1783.0000;6055.9230
1784.0000;6069.5690
1785.0000;6067.4260
1786.0000;6044.4430
1787.0000;6005.0520
1788.0000;5974.9710
1789.0000;5971.8410
1790.0000;5956.1590
1791.0000;5933.2720
1792.0000;5931.5170
1793.0000;5949.8140
1794.0000;5974.0550
1795.0000;5965.3500
1796.0000;5918.7990
1797.0000;5900.5510
1798.0000;5900.4280
1799.0000;5876.7000
1800.0000;5867.2500
