Raman Shift ; Raw Data #1
1614.0000;11088.1700
1615.0000;10932.4400
1616.0000;10845.3900
1617.0000;10853.4800
1618.0000;10842.4600
1619.0000;10826.9200
1620.0000;10800.4000
1621.0000;10726.1200
1622.0000;10598.6800
1623.0000;10521.9900
1624.0000;10525.8100
1625.0000;10488.2400
1626.0000;10441.3200
1627.0000;10425.8600
1628.0000;10399.0500
1629.0000;10320.4400
1630.0000;10267.3800
1631.0000;10266.3500
1632.0000;10262.4300
1633.0000;10245.6600
1634.0000;10189.5600
1635.0000;10141.8000
1636.0000;10148.7900
1637.0000;10153.1900
1638.0000;10127.3900
1639.0000;10119.0200
1640.0000;10122.3700
1641.0000;10087.6400
1642.0000;10043.0800
1643.0000;10026.8400
1644.0000;10022.9700
1645.0000;10015.9100
1646.0000;9973.0870
1647.0000;9901.5440
1648.0000;9834.4660
1649.0000;9791.8610
1650.0000;9754.1050
1651.0000;9753.5000
1652.0000;9788.4790
1653.0000;9805.4620
1654.0000;9785.0840
1655.0000;9764.1970
1656.0000;9742.0000
1657.0000;9719.4810
1658.0000;9657.6180
1659.0000;9531.8620
1660.0000;9488.9790
1661.0000;9563.0840
1662.0000;9576.1200
1663.0000;9525.0610
1664.0000;9472.9810
1665.0000;9396.6380
1666.0000;9291.9010
1667.0000;9234.7690
1668.0000;9253.9580
1669.0000;9236.5540
1670.0000;9193.2840
1671.0000;9173.8380
1672.0000;9148.2260
1673.0000;9084.9420
1674.0000;9033.0770
1675.0000;9015.7400
1676.0000;9006.9270
1677.0000;8985.6550
1678.0000;8885.6690
1679.0000;8796.9250
1680.0000;8802.2270
1681.0000;8796.7890
1682.0000;8742.0100
1683.0000;8703.7530
1684.0000;8686.1840
1685.0000;8641.5590
1686.0000;8615.5890
1687.0000;8637.4900
1688.0000;8625.3200
1689.0000;8560.4690
1690.0000;8549.9250
1691.0000;8577.7470
1692.0000;8548.2760
1693.0000;8493.1480
1694.0000;8443.0720
1695.0000;8402.5710
1696.0000;8376.8910
1697.0000;8338.3850
1698.0000;8298.6520
1699.0000;8263.6010
1700.0000;8226.0470
1701.0000;8170.3970
1702.0000;8104.1770
1703.0000;8041.3970
1704.0000;7967.0430
1705.0000;7904.6020
1706.0000;7843.2860
1707.0000;7789.1170
1708.0000;7727.0120
1709.0000;7664.4200
1710.0000;7614.9060
1711.0000;7581.4260
1712.0000;7563.6890
1713.0000;7529.4910
1714.0000;7474.9950
1715.0000;7399.5030
1716.0000;7372.2030
1717.0000;7392.6580
1718.0000;7359.6590
1719.0000;7293.3380
1720.0000;7223.4700
1721.0000;7123.3580
1722.0000;7010.0830
1723.0000;6984.5810
1724.0000;7040.5980
1725.0000;7024.0370
1726.0000;6972.6450
1727.0000;6920.8500
1728.0000;6888.7390
1729.0000;6881.7470
1730.0000;6829.7900
1731.0000;6759.0000
1732.0000;6719.0590
1733.0000;6709.2310
1734.0000;6710.4880
1735.0000;6697.5220
1736.0000;6669.5450
1737.0000;6665.8420
1738.0000;6658.9210
1739.0000;6598.8420
1740.0000;6527.3540
1741.0000;6482.6780
1742.0000;6514.5540
1743.0000;6593.1470
1744.0000;6583.0380
1745.0000;6528.2780
1746.0000;6496.6040
1747.0000;6511.0980
1748.0000;6567.8980
1749.0000;6572.1390
1750.0000;6525.1840
1751.0000;6477.9550
1752.0000;6447.7200
1753.0000;6447.9290
1754.0000;6434.7180
1755.0000;6414.2480
1756.0000;6438.9570
1757.0000;6472.1220
1758.0000;6458.2960
1759.0000;6420.0180
1760.0000;6379.8590
1761.0000;6371.9820
1762.0000;6390.8020
1763.0000;6386.9430
1764.0000;6364.3170
1765.0000;6328.0440
1766.0000;6314.3430
1767.0000;6328.6360
1768.0000;6318.9820
1769.0000;6306.1810
1770.0000;6320.2730
1771.0000;6320.7420
1772.0000;6288.6010
1773.0000;6238.2480
1774.0000;6194.4760
1775.0000;6182.1170
1776.0000;6193.0660
1777.0000;6201.6880
1778.0000;6188.5030
1779.0000;6149.8410
1780.0000;6104.8130
1781.0000;6069.6200
1782.0000;6054.9700
1783.0000;6047.7090
1784.0000;6037.7810
1785.0000;6015.9090
1786.0000;5993.5880
1787.0000;5981.2060
1788.0000;5989.0630
1789.0000;6012.3390
1790.0000;5991.2680
1791.0000;5940.8330
1792.0000;5955.0010
1793.0000;5977.4180
1794.0000;5936.2300
1795.0000;5924.4100
1796.0000;5954.9110
1797.0000;5902.4410
1798.0000;5829.5050
1799.0000;5858.6980
1800.0000;5879.5210
